date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:32:19	15263/15263	---M--	200	added ('OK')	image/jpeg	etag:%22Fv2LrXqSTT8LCb35JuFJEQFbapGS%22	https://static.leapoon.com/PWebsite/1e88da37-f1e3-40ef-86a9-e46086b56b34/%e5%8a%a0%e6%8b%bf%e5%a4%a7%e7%ae%80%e7%ba%a6%e9%a3%8e%e5%8a%a0%e6%8b%bf%e5%a4%a7%e5%9b%bd%e6%97%97%e6%9e%ab%e5%8f%b6%e5%9c%86%e5%bd%a2%e5%9b%be%e6%a1%88%e6%8f%92%e7%94%bb_1758165778892.jpg	G:/Websites/test/static.leapoon.com/PWebsite/1e88da37-f1e3-40ef-86a9-e46086b56b34/%e5%8a%a0%e6%8b%bf%e5%a4%a7%e7%ae%80%e7%ba%a6%e9%a3%8e%e5%8a%a0%e6%8b%bf%e5%a4%a7%e5%9b%bd%e6%97%97%e6%9e%ab%e5%8f%b6%e5%9c%86%e5%bd%a2%e5%9b%be%e6%a1%88%e6%8f%92%e7%94%bb_1758165778892.jpg	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:20	38006/38006	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:18%20GMT	https://m.wailianvisa.com/projects/38.html	G:/Websites/test/m.wailianvisa.com/projects/38.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:20	17773/17773	---M--	200	added ('OK')	image/jpeg	etag:%22Fq7jcwF-LILCvrx788a5RxO8rc8x%22	https://static.leapoon.com/PWebsite/6d38dea6-9173-4c6f-8358-d9864078f47e/%e5%a4%9a%e4%bc%a6%e5%a4%9a%e7%ae%80%e7%ba%a6%e9%a3%8e%e6%a0%bc%e5%8a%a0%e6%8b%bf%e5%a4%a7%e5%9b%bd%e6%97%97%e6%9e%ab%e5%8f%b6%e5%9b%be%e6%a1%88%e5%85%89%e5%bd%b1%e6%95%88%e6%9e%9c%e5%95%86%e4%b8%9a%e7%85%a7%e7%89%87_1758165383391.jpg	G:/Websites/test/static.leapoon.com/PWebsite/6d38dea6-9173-4c6f-8358-d9864078f47e/%e5%a4%9a%e4%bc%a6%e5%a4%9a%e7%ae%80%e7%ba%a6%e9%a3%8e%e6%a0%bc%e5%8a%a0%e6%8b%bf%e5%a4%a7%e5%9b%bd%e6%97%97%e6%9e%ab%e5%8f%b6%e5%9b%be%e6%a1%88%e5%85%89%e5%bd%b1%e6%95%88%e6%9e%9c%e5%95%86%e4%b8%9a%e7%85%a7%e7%89%87_1758165383391.jpg	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:20	14973/14973	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:18%20GMT	https://m.wailianvisa.com/activities?country_introduce_id=4	G:/Websites/test/m.wailianvisa.com/activitiesd115.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:21	19521/19521	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:18%20GMT	https://m.wailianvisa.com/activities/290.html	G:/Websites/test/m.wailianvisa.com/activities/290.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:21	19521/19521	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:18%20GMT	https://m.wailianvisa.com/activities/290	G:/Websites/test/m.wailianvisa.com/activities/290-2.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:21	19465/19465	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:19%20GMT	https://m.wailianvisa.com/activities/287.html	G:/Websites/test/m.wailianvisa.com/activities/287.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:21	19465/19465	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:19%20GMT	https://m.wailianvisa.com/activities/287	G:/Websites/test/m.wailianvisa.com/activities/287-2.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:21	488458/488458	---M--	200	added ('OK')	image/jpeg	etag:%22FjM-6a-4x6X5s_x69bIeuHRlsWC3%22	https://static.leapoon.com/PWebsite/8ef44402-b30a-449d-80db-b49db7bd5df1/73045bc235875b92df293739f0f06b82.jpg	G:/Websites/test/static.leapoon.com/PWebsite/8ef44402-b30a-449d-80db-b49db7bd5df1/73045bc235875b92df293739f0f06b82.jpg_;%20filename_=utf-8''73045bc235875b92df293739f0f06b82.jpg	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:22	16589/16589	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:19%20GMT	https://m.wailianvisa.com/countries/videos	G:/Websites/test/m.wailianvisa.com/countries/videos.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:22	81493/81493	---M--	200	added ('OK')	image/jpeg	etag:%22Fm4LlC-5L44KHrr6fqd70lS5_Xn1%22	https://static.leapoon.com/PWebsite/countries/videos/cover/Canada.jpg	G:/Websites/test/static.leapoon.com/PWebsite/countries/videos/cover/Canada.jpg_;%20filename_=utf-8''Canada.jpg	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:22	63353/63353	---M--	200	added ('OK')	image/jpeg	etag:%22Fm2UTQFH607tPacIYIOyjjeZ9ccS%22	https://static.leapoon.com/PWebsite/bf12019a-0aac-41e2-9a6d-e50b4f83e705/%e5%9b%a2%e9%98%9f%e7%85%a7%e7%89%872_%e5%89%af%e6%9c%ac.jpg	G:/Websites/test/static.leapoon.com/PWebsite/bf12019a-0aac-41e2-9a6d-e50b4f83e705/%e5%9b%a2%e9%98%9f%e7%85%a7%e7%89%872_%e5%89%af%e6%9c%ac.jpg_;%20filename_=utf-8''%E5%9B%A2%E9%98%9F%E7%85%A7%E7%89%872_%E5%89%AF%E6%9C%AC.jpg	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:22	64084/64084	---M--	200	added ('OK')	image/jpeg	etag:%22FpS9pA-iM3evw5jChymmFQe19QrP%22	https://static.leapoon.com/PWebsite/e8a04a35-2398-43c4-838e-20b5b53e2ccb/%e5%9b%a2%e9%98%9f%e7%85%a7%e7%89%873_%e5%89%af%e6%9c%ac.jpg	G:/Websites/test/static.leapoon.com/PWebsite/e8a04a35-2398-43c4-838e-20b5b53e2ccb/%e5%9b%a2%e9%98%9f%e7%85%a7%e7%89%873_%e5%89%af%e6%9c%ac.jpg_;%20filename_=utf-8''%E5%9B%A2%E9%98%9F%E7%85%A7%E7%89%873_%E5%89%AF%E6%9C%AC.jpg	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:22	25254/25254	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:20%20GMT	https://m.wailianvisa.com/articles?country_introduce_id=4	G:/Websites/test/m.wailianvisa.com/articlesd115.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:24	95158/95158	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:20%20GMT	https://m.wailianvisa.com/articles/2565.html	G:/Websites/test/m.wailianvisa.com/articles/2565.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:37	46628/46628	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:22%20GMT	https://m.wailianvisa.com/articles/2593.html	G:/Websites/test/m.wailianvisa.com/articles/2593.html	(from https://m.wailianvisa.com/countries/Canada.html)
21:32:50	20341/20341	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:35%20GMT	https://m.wailianvisa.com/projects?country=%e5%8c%88%e7%89%99%e5%88%a9	G:/Websites/test/m.wailianvisa.com/projectsdb3f.html	(from https://m.wailianvisa.com/countries/Hungary.html)
21:33:04	36318/36318	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:32:48%20GMT	https://m.wailianvisa.com/projects/141.html	G:/Websites/test/m.wailianvisa.com/projects/141.html	(from https://m.wailianvisa.com/countries/Hungary.html)
21:33:18	25118/25118	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:33:02%20GMT	https://m.wailianvisa.com/articles?country_introduce_id=17	G:/Websites/test/m.wailianvisa.com/articles9c90.html	(from https://m.wailianvisa.com/countries/Hungary.html)
21:33:25	176152/176152	---M--	200	added ('OK')	image/jpeg	etag:%22Fk3lgNnHedf-rbjQl8itLykxHY5p%22	https://static.leapoon.com/PWebsite/43e04058-beb3-4158-8449-134971023871/%e8%91%a1%e8%90%84%e7%89%99.jpg	G:/Websites/test/static.leapoon.com/PWebsite/43e04058-beb3-4158-8449-134971023871/%e8%91%a1%e8%90%84%e7%89%99.jpg_;%20filename_=utf-8''%E8%91%A1%E8%90%84%E7%89%99.jpg	(from https://m.wailianvisa.com/countries/Hungary.html)
21:33:32	47041/47041	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:33:17%20GMT	https://m.wailianvisa.com/articles/2563.html	G:/Websites/test/m.wailianvisa.com/articles/2563.html	(from https://m.wailianvisa.com/countries/Hungary.html)
21:33:47	49867/49867	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:33:31%20GMT	https://m.wailianvisa.com/articles/2566.html	G:/Websites/test/m.wailianvisa.com/articles/2566.html	(from https://m.wailianvisa.com/countries/Hungary.html)
21:34:25	938862/938862	---M--	200	added ('OK')	image/png	etag:%22FjkWxyTgT8B3ppcc6ldCdF3i6qtl%22	http://files.leapoon.com/PMarketing/Article/20251015/ot1760516584.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20251015/ot1760516584.png_;%20filename_=utf-8''ot1760516584.png	(from https://m.wailianvisa.com/countries/Canada.html)
21:34:40	470989/470989	---M--	200	added ('OK')	image/png	etag:%22Fo_O1PWlJ4KY7k02WMv8XK22oXFv%22	http://files.leapoon.com/PMarketing/Article/20250714/ot1752474793.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20250714/ot1752474793.png_;%20filename_=utf-8''ot1752474793.png	(from https://m.wailianvisa.com/countries/Hungary.html)
21:34:40	99531/99531	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:34:24%20GMT	https://m.wailianvisa.com/articles/2591.html	G:/Websites/test/m.wailianvisa.com/articles/2591.html	(from https://m.wailianvisa.com/countries/Hungary.html)
21:34:54	20464/20464	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:34:38%20GMT	https://m.wailianvisa.com/projects?country=%e9%a9%ac%e8%80%b3%e4%bb%96	G:/Websites/test/m.wailianvisa.com/projects6a2f.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:35:07	414/414	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Nov%202025%2013:34:52%20GMT	https://m.wailianvisa.com/projects/28.html	G:/Websites/test/m.wailianvisa.com/projects/28.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:35:33	1740624/1740624	---M--	200	added ('OK')	image/png	etag:%22FqEG1NFeXxxyEGw4Z7fTuGxTzGcB%22	http://files.leapoon.com/PMarketing/Article/20250714/ot1752475574.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20250714/ot1752475574.png_;%20filename_=utf-8''ot1752475574.png	(from https://m.wailianvisa.com/countries/Canada.html)
21:35:47	14412/14412	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:35:31%20GMT	https://m.wailianvisa.com/activities?country_introduce_id=6	G:/Websites/test/m.wailianvisa.com/activities14e5.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:36:01	19435/19435	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:35:45%20GMT	https://m.wailianvisa.com/activities/285.html	G:/Websites/test/m.wailianvisa.com/activities/285.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:36:16	19435/19435	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:36:00%20GMT	https://m.wailianvisa.com/activities/285	G:/Websites/test/m.wailianvisa.com/activities/285-2.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:37:06	824103/824103	---M--	200	added ('OK')	image/jpeg	etag:%22Fi8Vhbo6MUswbqYKFn2-EcRNi8KT%22	https://static.leapoon.com/PWebsite/e564cc5b-26c8-4801-8499-e9c4481169cf/%e9%a9%ac%e8%80%b3%e4%bb%96KV%e6%96%b0.jpg	G:/Websites/test/static.leapoon.com/PWebsite/e564cc5b-26c8-4801-8499-e9c4481169cf/%e9%a9%ac%e8%80%b3%e4%bb%96KV%e6%96%b0.jpg_;%20filename_=utf-8''%E9%A9%AC%E8%80%B3%E4%BB%96KV%E6%96%B0.jpg	(from https://m.wailianvisa.com/countries/Malta.html)
21:37:20	25072/25072	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:37:04%20GMT	https://m.wailianvisa.com/articles?country_introduce_id=6	G:/Websites/test/m.wailianvisa.com/articles14e5.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:37:35	55758/55758	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:37:19%20GMT	https://m.wailianvisa.com/articles/2568.html	G:/Websites/test/m.wailianvisa.com/articles/2568.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:38:01	730860/730860	---M--	200	added ('OK')	image/jpeg	etag:%22FgbksOM5RhpCwBQa6inpyUnans1l%22	https://static.leapoon.com/PWebsite/d14e5f22-b619-444c-8179-74ca8899c429/8334e44eec360a58de7ac9a99824eabf.jpg	G:/Websites/test/static.leapoon.com/PWebsite/d14e5f22-b619-444c-8179-74ca8899c429/8334e44eec360a58de7ac9a99824eabf.jpg_;%20filename_=utf-8''8334e44eec360a58de7ac9a99824eabf.jpg	(from https://m.wailianvisa.com/countries/Malta.html)
21:38:01	45147/45147	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:37:44%20GMT	https://m.wailianvisa.com/articles/2571.html	G:/Websites/test/m.wailianvisa.com/articles/2571.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:38:16	62520/62520	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:37:59%20GMT	https://m.wailianvisa.com/articles/2530.html	G:/Websites/test/m.wailianvisa.com/articles/2530.html	(from https://m.wailianvisa.com/countries/Malta.html)
21:38:41	458653/458653	---M--	200	added ('OK')	image/png	etag:%22Ftk2FG1LOb1hFCy718AIuxBCV5MW%22	http://files.leapoon.com/PMarketing/Article/20250723/ot1753255821.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20250723/ot1753255821.png_;%20filename_=utf-8''ot1753255821.png	(from https://m.wailianvisa.com/countries/Malta.html)
21:38:55	20547/20547	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:38:39%20GMT	https://m.wailianvisa.com/projects?country=%e8%91%a1%e8%90%84%e7%89%99	G:/Websites/test/m.wailianvisa.com/projectsb617.html	(from https://m.wailianvisa.com/countries/Portugal.html)
21:39:00	423268/423268	---M--	200	added ('OK')	image/png	etag:%22FpWBZ02B9zVtvXIBG-SmZej3R0w0%22	http://files.leapoon.com/PMarketing/Article/20250731/ot1753929134.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20250731/ot1753929134.png_;%20filename_=utf-8''ot1753929134.png	(from https://m.wailianvisa.com/countries/Malta.html)
21:39:08	34808/34808	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:38:53%20GMT	https://m.wailianvisa.com/projects/64.html	G:/Websites/test/m.wailianvisa.com/projects/64.html	(from https://m.wailianvisa.com/countries/Portugal.html)
21:39:12	28301/28301	---M--	200	added ('OK')	image/jpeg	etag:%22FqXlzSbiP9ey9nuavyffIpXJy8IH%22	https://static.leapoon.com/PWebsite/6311fa26-358d-4078-849c-f7edf6568745/%e8%91%a1%e8%90%84%e7%89%99%e7%99%bd%e5%a4%a9%ef%bc%8c%e5%b9%b4%e8%bd%bb%e5%a5%b3%e6%80%a7%e7%ab%99%e5%9c%a8%e8%a2%ab%e6%a0%85%e6%a0%8f%e5%8c%85%e5%9b%b4%e7%9a%84%e5%b9%b3%e5%8f%b0%e4%b8%8a%e8%a7%82%e5%af%9f%e9%87%8c%e6%96%af%e6%9c%ac_1758162691417.jpg	G:/Websites/test/static.leapoon.com/PWebsite/6311fa26-358d-4078-849c-f7edf6568745/%e8%91%a1%e8%90%84%e7%89%99%e7%99%bd%e5%a4%a9%ef%bc%8c%e5%b9%b4%e8%bd%bb%e5%a5%b3%e6%80%a7%e7%ab%99%e5%9c%a8%e8%a2%ab%e6%a0%85%e6%a0%8f%e5%8c%85%e5%9b%b4%e7%9a%84%e5%b9%b3%e5%8f%b0%e4%b8%8a%e8%a7%82%e5%af%9f%e9%87%8c%e6%96%af%e6%9c%ac_1758162691417.jpg	(from https://m.wailianvisa.com/countries/Portugal.html)
21:39:21	25074/25074	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:39:06%20GMT	https://m.wailianvisa.com/articles?country_introduce_id=9	G:/Websites/test/m.wailianvisa.com/articles8201.html	(from https://m.wailianvisa.com/countries/Portugal.html)
21:39:34	42334/42334	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:39:19%20GMT	https://m.wailianvisa.com/articles/2567.html	G:/Websites/test/m.wailianvisa.com/articles/2567.html	(from https://m.wailianvisa.com/countries/Portugal.html)
21:39:49	42963/42963	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:39:32%20GMT	https://m.wailianvisa.com/articles/2585.html	G:/Websites/test/m.wailianvisa.com/articles/2585.html	(from https://m.wailianvisa.com/countries/Portugal.html)
21:40:15	2592660/2592660	---M--	200	added ('OK')	image/png	etag:%22FihJrX2pTj3NhrG-cRDhNV-BrKKH%22	http://files.leapoon.com/PMarketing/Article/20251015/ot1760511745.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20251015/ot1760511745.png_;%20filename_=utf-8''ot1760511745.png	(from https://m.wailianvisa.com/countries/Hungary.html)
21:40:29	109708/109708	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2013:40:13%20GMT	https://m.wailianvisa.com/articles/2589.html	G:/Websites/test/m.wailianvisa.com/articles/2589.html	(from https://m.wailianvisa.com/countries/Portugal.html)
21:40:48	391962/391962	---M--	200	added ('OK')	image/png	etag:%22FvebnjA0a3UTrFkGTeW99vDE1Mda%22	http://files.leapoon.com/PMarketing/Article/20250908/ot1757318872.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20250908/ot1757318872.png_;%20filename_=utf-8''ot1757318872.png	(from https://m.wailianvisa.com/countries/Portugal.html)
21:41:17	176152/176152	---M--	200	added ('OK')	image/jpeg	etag:%22Fk3lgNnHedf-rbjQl8itLykxHY5p%22	https://static.leapoon.com/PWebsite/b0dc66d5-a221-41a0-840a-4809f73b2ec5/%e8%91%a1%e8%90%84%e7%89%99.jpg	G:/Websites/test/static.leapoon.com/PWebsite/b0dc66d5-a221-41a0-840a-4809f73b2ec5/%e8%91%a1%e8%90%84%e7%89%99.jpg_;%20filename_=utf-8''%E8%91%A1%E8%90%84%E7%89%99.jpg	(from https://m.wailianvisa.com/projects)
21:41:27	1462935/1462935	---M--	200	added ('OK')	image/png	etag:%22FrCJ8wRCSaexXuYVLruemkdgRVb8%22	http://files.leapoon.com/PMarketing/Article/20250423/ot1745397296.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20250423/ot1745397296.png_;%20filename_=utf-8''ot1745397296.png	(from https://m.wailianvisa.com/countries/Malta.html)
21:41:32	29350/29350	---M--	200	added ('OK')	image/jpeg	etag:%22Fl6GWFSEVJR8HjfgeReSAxLSjh06%22	https://static.leapoon.com/PWebsite/6f98934f-2032-4524-8044-d47e958e67ba/%e5%9b%be1.jpg	G:/Websites/test/static.leapoon.com/PWebsite/6f98934f-2032-4524-8044-d47e958e67ba/%e5%9b%be1.jpg_;%20filename_=utf-8''%E5%9B%BE1.jpg	(from https://m.wailianvisa.com/projects)
21:41:32	93132/93132	---M--	200	added ('OK')	image/jpeg	etag:%22FpjaZzuI5aNODASYEBpQoeudpaS6%22	https://static.leapoon.com/PWebsite/2d9a0cb7-6297-4348-9099-840f05fa8294/%e5%8a%a0%e6%8b%bf%e5%a4%a7%e9%ad%81%e7%9c%81%e9%a3%8e%e6%99%af1.jpg	G:/Websites/test/static.leapoon.com/PWebsite/2d9a0cb7-6297-4348-9099-840f05fa8294/%e5%8a%a0%e6%8b%bf%e5%a4%a7%e9%ad%81%e7%9c%81%e9%a3%8e%e6%99%af1.jpg_;%20filename_=utf-8''%E5%8A%A0%E6%8B%BF%E5%A4%A7%E9%AD%81%E7%9C%81%E9%A3%8E%E6%99%AF1.jpg	(from https://m.wailianvisa.com/projects)
21:41:45	438/438	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Nov%202025%2013:41:30%20GMT	https://m.wailianvisa.com/projects/62.html	G:/Websites/test/m.wailianvisa.com/projects/62.ce.delayed	(from https://m.wailianvisa.com/projects)
21:41:45	0/-1	---M--	302	error ('')			https://m.wailianvisa.com/projects/62.html	G:/Websites/test/m.wailianvisa.com/projects/62.d0.delayed	(from https://m.wailianvisa.com/projects)
21:41:45	0/-1	---M--	302	error ('')			https://m.wailianvisa.com/projects/62.html	G:/Websites/test/m.wailianvisa.com/projects/62.d1.delayed	(from https://m.wailianvisa.com/projects)
21:41:58	418/418	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Nov%202025%2013:41:43%20GMT	https://m.wailianvisa.com/projects/54.html	G:/Websites/test/m.wailianvisa.com/projects/54.html	(from https://m.wailianvisa.com/projects)
21:42:03	148340/148340	---M--	200	added ('OK')	image/jpeg	etag:%22Fo1Vh8-p0CPsDokYfQPSF8idHhbV%22	https://static.leapoon.com/PWebsite/ca22b2f3-8434-40c1-b6b3-c9923badb887/BANNER%e2%80%94MOB.jpg	G:/Websites/test/static.leapoon.com/PWebsite/ca22b2f3-8434-40c1-b6b3-c9923badb887/BANNER%e2%80%94MOB.jpg_;%20filename_=utf-8''BANNER%E2%80%94MOB.jpg	(from https://m.wailianvisa.com/projects)
21:42:19	11506/11506	---M--	200	added ('OK')	image/jpeg	etag:%22FljPZOZ1H9UXYHQWuCtch8w2e3cb%22	https://static.leapoon.com/PWebsite/d4df9a52-2721-4af5-8c56-9f8dc51d3140/%e5%86%99%e5%ae%9e%e8%87%aa%e7%84%b6%e9%a3%8e%e5%85%89%e5%b8%8c%e8%85%8a%e5%9c%a3%e6%89%98%e9%87%8c%e5%b0%bc%e5%b2%9b%e6%b5%b7%e8%be%b9%e5%b0%8f%e9%95%87%e5%a4%95%e9%98%b3%e4%bd%99%e6%99%96%e5%b8%86%e8%88%b9%e8%88%aa%e8%a1%8c%e5%95%86%e4%b8%9a%e7%85%a7%e7%89%87_1758166684721.jpg	G:/Websites/test/static.leapoon.com/PWebsite/d4df9a52-2721-4af5-8c56-9f8dc51d3140/%e5%86%99%e5%ae%9e%e8%87%aa%e7%84%b6%e9%a3%8e%e5%85%89%e5%b8%8c%e8%85%8a%e5%9c%a3%e6%89%98%e9%87%8c%e5%b0%bc%e5%b2%9b%e6%b5%b7%e8%be%b9%e5%b0%8f%e9%95%87%e5%a4%95%e9%98%b3%e4%bd%99%e6%99%96%e5%b8%86%e8%88%b9%e8%88%aa%e8%a1%8c%e5%95%86%e4%b8%9a%e7%85%a7%e7%89%87_1758166684721.jpg	(from https://m.wailianvisa.com/projects)
21:42:30	418/418	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Nov%202025%2013:42:16%20GMT	https://m.wailianvisa.com/projects/54.html	G:/Websites/test/m.wailianvisa.com/projects/54.d4.delayed	(from https://m.wailianvisa.com/projects)
21:42:30	0/-1	---M--	302	error ('')			https://m.wailianvisa.com/projects/54.html	G:/Websites/test/m.wailianvisa.com/projects/54.d5.delayed	(from https://m.wailianvisa.com/projects)
21:42:44	410/410	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Nov%202025%2013:42:29%20GMT	https://m.wailianvisa.com/projects/17.html	G:/Websites/test/m.wailianvisa.com/projects/17.html	(from https://m.wailianvisa.com/projects)
21:42:51	1189853/1189853	---M--	200	added ('OK')	image/png	etag:%22Ft2PlVzTzh2Q4ypdrca59nwUpie_%22	http://files.leapoon.com/PMarketing/Article/20250925/ot1758786865.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20250925/ot1758786865.png_;%20filename_=utf-8''ot1758786865.png	(from https://m.wailianvisa.com/countries/Portugal.html)
21:42:53	63925/63925	---M--	200	added ('OK')	image/jpeg	etag:%22FtaghO5OehQjZxe8bdtuNrDKChB3%22	https://static.leapoon.com/PWebsite/dbc9192f-7aef-4c4c-a118-4fed1fcca4dc/%e6%89%8b%e6%8d%a7%e4%ba%ba%e6%89%8d%e9%a2%86%e5%af%bc%e5%8a%9b%e4%b8%8e%e4%ba%ba%e5%8a%9b%e8%b5%84%e6%ba%90%e7%ae%a1%e7%90%86%e7%9a%84%e8%b1%a1%e5%be%811758160542038.jpg	G:/Websites/test/static.leapoon.com/PWebsite/dbc9192f-7aef-4c4c-a118-4fed1fcca4dc/%e6%89%8b%e6%8d%a7%e4%ba%ba%e6%89%8d%e9%a2%86%e5%af%bc%e5%8a%9b%e4%b8%8e%e4%ba%ba%e5%8a%9b%e8%b5%84%e6%ba%90%e7%ae%a1%e7%90%86%e7%9a%84%e8%b1%a1%e5%be%811758160542038.jpg	(from https://m.wailianvisa.com/projects)
21:42:58	1675762/1675762	---M--	200	added ('OK')	image/png	etag:%22FujnwNbJdXJp6P-OnigtRdIJvFTo%22	http://files.leapoon.com/PMarketing/Article/20250715/ot1752563081.png	G:/Websites/test/files.leapoon.com/PMarketing/Article/20250715/ot1752563081.png_;%20filename_=utf-8''ot1752563081.png	(from https://m.wailianvisa.com/countries/Portugal.html)
21:42:58	304031/304031	---M--	200	added ('OK')	image/jpeg	etag:%22Fmbw40RcbazkGz4OJnVo_7Uif2LX%22	https://static.leapoon.com/PWebsite/0a2936df-c5f7-4c5d-8029-d5a62e3ef7fc/WechatIMG1134.jpg	G:/Websites/test/static.leapoon.com/PWebsite/0a2936df-c5f7-4c5d-8029-d5a62e3ef7fc/WechatIMG1134.jpg_;%20filename_=utf-8''WechatIMG1134.jpg	(from https://m.wailianvisa.com/projects)
21:42:58	410/410	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Nov%202025%2013:42:49%20GMT	https://m.wailianvisa.com/projects/17.html	G:/Websites/test/m.wailianvisa.com/projects/17.d9.delayed	(from https://m.wailianvisa.com/projects)
21:42:58	0/-1	---M--	302	error ('')			https://m.wailianvisa.com/projects/17.html	G:/Websites/test/m.wailianvisa.com/projects/17.da.delayed	(from https://m.wailianvisa.com/projects)
